,aX,aY,aZ,gX,gY,gZ
0,1.4267578125,-3.64208984375,-2.023681640625,-55.70271682739258,-556.9354248046875,-759.2872924804688
1,1.409912109375,-3.18896484375,-1.99755859375,-173.9888458251953,-610.4022216796875,-704.7218627929688
2,1.3984375,-3.06884765625,-2.085693359375,-259.8653259277344,-671.3153076171875,-598.8869018554688
3,1.345458984375,-2.9833984375,-2.149169921875,-313.9424743652344,-729.2376708984375,-467.8444519042969
4,1.255126953125,-2.857177734375,-2.12451171875,-315.9566345214844,-777.2113037109375,-297.7394714355469
5,1.153564453125,-2.6953125,-1.990966796875,-283.7300720214844,-783.0706787109375,-206.4918975830078
6,1.091552734375,-2.599853515625,-1.85546875,-238.5030059814453,-772.0233154296875,-128.7941436767578
7,1.045166015625,-2.5751953125,-1.784912109375,-198.8911895751953,-757.5579833984375,-53.04951858520508
8,1.05029296875,-2.663330078125,-1.688232421875,-140.9077911376953,-730.5804443359375,59.43827438354492
9,1.0361328125,-2.626953125,-1.572509765625,-90.00447845458984,-703.6639404296875,143.4836883544922
10,1.029296875,-2.591552734375,-1.484130859375,-34.52351760864258,-666.6766357421875,211.6599578857422
11,1.02294921875,-2.561279296875,-1.36083984375,42.44181442260742,-599.8431396484375,265.7981262207031
12,0.985595703125,-2.37744140625,-1.224609375,90.17130279541016,-547.7801513671875,284.9631652832031
13,0.912841796875,-2.1845703125,-1.103759765625,129.2948455810547,-499.7454833984375,295.3391418457031
14,0.969970703125,-2.39453125,-1.1806640625,172.9960174560547,-440.9075927734375,302.1140441894531
15,0.99365234375,-2.59814453125,-1.251220703125,221.7020721435547,-395.3143310546875,293.8742980957031
16,1.059326171875,-2.896484375,-1.39111328125,274.9247131347656,-359.9749755859375,296.2546691894531
17,1.147705078125,-3.352294921875,-1.650146484375,334.4950256347656,-338.1243896484375,320.5466613769531
18,1.130859375,-3.326904296875,-1.67431640625,377.0365295410156,-337.6971435546875,337.0261535644531
19,1.1376953125,-3.44677734375,-1.790283203125,407.3710021972656,-348.4393310546875,343.6179504394531
20,1.90087890625,-6.511474609375,-3.19189453125,484.2142639160156,-343.8616943359375,278.6765441894531
21,1.9296875,-6.542724609375,-3.41015625,614.7684936523438,-320.4241943359375,220.9983367919922
22,1.7861328125,-6.091552734375,-3.235595703125,638.5111694335938,-349.9041748046875,225.3928680419922
23,1.6416015625,-5.698486328125,-3.118896484375,635.6425170898438,-409.5965576171875,232.1067352294922
24,1.705322265625,-6.57568359375,-3.513916015625,640.8915405273438,-413.1365966796875,101.61356353759766
25,1.635498046875,-6.9169921875,-3.736572265625,701.0111694335938,-371.5106201171875,-115.67159271240234
26,1.447021484375,-6.57275390625,-3.707763671875,803.1840209960938,-336.4154052734375,-299.6315612792969
27,1.271728515625,-5.961181640625,-3.488037109375,804.3436889648438,-366.3226318359375,-323.7404479980469
28,1.329833984375,-6.156982421875,-3.4091796875,725.1810913085938,-403.0047607421875,-386.5456237792969
29,1.421142578125,-6.400634765625,-3.243408203125,569.4193725585938,-408.0096435546875,-584.4826049804688
30,1.291748046875,-5.515380859375,-2.708984375,441.0013732910156,-386.5863037109375,-831.4918823242188
31,1.13525390625,-4.571044921875,-2.298583984375,401.0843811035156,-396.4739990234375,-861.4601440429688
32,1.13916015625,-4.029052734375,-2.069580078125,306.7850646972656,-446.5228271484375,-804.4533081054688
33,1.21435546875,-3.41748046875,-1.86474609375,86.69229888916016,-537.0989990234375,-723.0934448242188
34,1.403076171875,-3.3935546875,-1.98828125,-103.92049407958984,-600.3924560546875,-694.7120971679688
35,1.505615234375,-3.309814453125,-2.130615234375,-248.2075958251953,-643.7884521484375,-690.1954956054688
36,1.541748046875,-3.204833984375,-2.214111328125,-319.8018493652344,-681.0809326171875,-649.6681518554688
37,1.445068359375,-3.058837890625,-2.160888671875,-309.3648376464844,-707.8143310546875,-558.9088745117188
38,1.32080078125,-2.912841796875,-2.076416015625,-279.7017517089844,-742.0550537109375,-417.2463073730469
39,1.126220703125,-2.66845703125,-1.966796875,-241.0054473876953,-781.4227294921875,-204.5998077392578
40,1.060302734375,-2.5595703125,-1.885009765625,-220.9859161376953,-800.0384521484375,-66.35518646240234
41,1.019775390625,-2.483642578125,-1.7783203125,-198.4639434814453,-798.3905029296875,35.87870407104492
42,1.02587890625,-2.58056640625,-1.6943359375,-152.9317169189453,-764.2718505859375,113.02713775634766
43,1.07177734375,-2.763916015625,-1.679443359375,-90.37068939208984,-717.5799560546875,142.4460906982422
44,1.05859375,-2.74560546875,-1.5478515625,-12.062581062316895,-663.1976318359375,157.8879852294922
45,1.015380859375,-2.59814453125,-1.432373046875,95.17618560791016,-594.4110107421875,196.2790985107422
