loss,accuracy
"[35.56497621536255, 33.135732650756836, 30.456052005290985, 29.382166385650635, 28.67166405916214, 27.91682857275009, 27.138656437397003, 26.432526171207428, 25.886107563972473, 25.48869252204895, 25.151436924934387, 24.88086861371994, 24.586982011795044, 24.30960386991501, 23.985711097717285, 23.646699368953705, 23.264216423034668, 22.892392337322235, 22.565922737121582, 22.300906538963318, 22.059076964855194, 21.81808364391327, 21.680913031101227, 21.5142223238945, 21.39483481645584, 21.416537880897522, 21.17660427093506, 21.16854578256607, 20.96443647146225, 20.88816660642624, 20.79056453704834, 20.67216807603836, 20.607711970806122, 20.499327421188354, 20.43509465456009, 20.436409175395966, 20.299127995967865, 20.243440091609955, 20.19521391391754, 20.150238275527954, 20.112306833267212, 20.188881397247314, 20.059550762176514, 20.048223793506622, 20.014789402484894, 20.02078741788864, 19.982419312000275, 19.97843086719513, 20.010829031467438, 19.94404149055481, 19.90094345808029, 19.934652626514435, 19.91764998435974, 19.87945330142975, 19.926137030124664, 19.890279591083527, 19.853681921958923, 19.85192209482193, 19.850821614265442, 19.798457145690918, 19.796003341674805, 19.804034769535065, 19.829877853393555, 19.797699451446533, 19.779221773147583, 19.771091997623444, 19.807892978191376, 19.744378566741943, 19.733388245105743, 19.75396889448166, 19.715371131896973, 19.769624054431915, 19.68925642967224, 19.69977444410324, 19.743798792362213]","[0.4765625, 0.48046875, 0.48046875, 0.51953125, 0.546875, 0.60546875, 0.625, 0.6484375, 0.66015625, 0.67578125, 0.84375, 0.9140625, 0.94140625, 0.94140625, 0.94140625, 0.94140625, 0.94140625, 0.9453125, 0.953125, 0.94140625, 0.9453125, 0.95703125, 0.95703125, 0.9609375, 0.96484375, 0.953125, 0.9609375, 0.95703125, 0.96484375, 0.96484375, 0.96484375, 0.97265625, 0.96875, 0.97265625, 0.97265625, 0.96484375, 0.97265625, 0.97265625, 0.9765625, 0.9765625, 0.97265625, 0.97265625, 0.9765625, 0.9765625, 0.9765625, 0.9765625, 0.98046875, 0.9765625, 0.9765625, 0.9765625, 0.98046875, 0.9765625, 0.9765625, 0.98046875, 0.9765625, 0.9765625, 0.98046875, 0.9765625, 0.9765625, 0.98046875, 0.98046875, 0.98046875, 0.9765625, 0.98046875, 0.984375, 0.984375, 0.98046875, 0.984375, 0.98828125, 0.984375, 0.98828125, 0.984375, 0.984375, 0.98828125, 0.98046875]"
