,aX,aY,aZ,gX,gY,gZ
0,0.96484375,-1.990966796875,-1.08447265625,-193.7032012939453,494.7613525390625,585.7444458007812
1,0.876220703125,-2.083984375,-1.18017578125,-335.6709899902344,502.4517822265625,521.2302856445312
2,0.795166015625,-2.110595703125,-1.2705078125,-431.3130798339844,497.2027587890625,504.2014465332031
3,0.745849609375,-2.098388671875,-1.36669921875,-518.1660766601562,491.4044189453125,506.7038879394531
4,0.770263671875,-2.324462890625,-1.56005859375,-600.5635375976562,496.3482666015625,473.5617980957031
5,0.839111328125,-2.6220703125,-1.763671875,-626.6255493164062,522.8985595703125,393.8498840332031
6,0.94287109375,-2.795654296875,-1.884033203125,-615.9443969726562,567.6983642578125,276.1130676269531
7,0.94091796875,-2.593994140625,-1.80419921875,-569.8628540039062,622.0806884765625,134.3894500732422
8,0.944580078125,-2.572265625,-1.792724609375,-538.1245727539062,641.7340087890625,64.19901275634766
9,1.057861328125,-2.906494140625,-1.934814453125,-515.2974243164062,652.2320556640625,8.657023429870605
10,1.234375,-3.453125,-2.072998046875,-477.8218688964844,663.3404541015625,-66.35518646240234
11,1.255615234375,-3.533447265625,-2.033447265625,-434.3648376464844,669.0777587890625,-109.62911224365234
12,1.15087890625,-3.3076171875,-1.897705078125,-373.6958923339844,668.4063720703125,-128.0006866455078
13,1.084716796875,-3.156494140625,-1.749267578125,-278.1148376464844,660.4718017578125,-117.99092864990234
14,1.0703125,-3.21630859375,-1.702880859375,-199.0132598876953,652.1710205078125,-109.38497161865234
15,1.051513671875,-3.219482421875,-1.669921875,-122.65828704833984,646.6778564453125,-121.59200286865234
16,0.961669921875,-3.092041015625,-1.588623046875,-44.65535354614258,637.2174072265625,-165.1100616455078
17,0.84423828125,-2.80419921875,-1.43896484375,-3.3955891132354736,620.9820556640625,-187.0827178955078
18,0.82275390625,-2.739501953125,-1.36767578125,31.57755470275879,591.8682861328125,-176.0353546142578
19,0.851318359375,-2.828369140625,-1.352294921875,75.03458404541016,556.4678955078125,-131.1134796142578
20,0.8701171875,-2.851806640625,-1.342529296875,143.2108612060547,510.7525634765625,-71.36006927490234
21,0.86572265625,-2.881591796875,-1.34228515625,196.6166229248047,485.3619384765625,-51.70674514770508
22,0.877685546875,-2.928466796875,-1.358642578125,243.6747283935547,467.9058837890625,-52.13399124145508
23,0.909423828125,-2.977783203125,-1.371337890625,290.9159240722656,448.3135986328125,-64.58516693115234
24,0.95263671875,-3.08447265625,-1.4189453125,313.8651428222656,429.8199462890625,-64.27999114990234
25,1.01953125,-3.3037109375,-1.491455078125,332.2367248535156,410.6549072265625,-65.07344818115234
26,1.067626953125,-3.48876953125,-1.5439453125,357.8714904785156,386.2408447265625,-62.14375686645508
27,1.051513671875,-3.447265625,-1.528564453125,376.3651428222656,365.8551025390625,-48.83809280395508
28,1.122802734375,-3.564208984375,-1.55078125,388.3890686035156,337.0465087890625,-17.58809471130371
